Code;Libellé;Médiane du niveau de vie 2021
02547;La Neuville-Housset;N/A - résultat non disponible
02548;La Neuville-lès-Dorengt;19990
02549;Neuville-Saint-Amand;24570
02550;Neuville-sur-Ailette;22090
02551;Neuville-sur-Margival;22250
02552;Neuvillette;23580
02553;Nizy-le-Comte;21680
02554;Nogentel;24400
02555;Nogent-l'Artaud;21670
02556;Noircourt;N/A - résultat non disponible
02557;Noroy-sur-Ourcq;20740
02558;Le Nouvion-en-Thiérache;19230
02559;Nouvion-et-Catillon;19880
02560;Nouvion-le-Comte;23890
02561;Nouvion-le-Vineux;26750
02562;Nouvron-Vingré;21090
02563;Noyales;19860
02564;Bernoy-le-Château;24360
02565;Œuilly;22060
02566;Ognes;23570
02567;Ohis;18230
02568;Oigny-en-Valois;25210
02569;Oisy;20440
02570;Ollezy;21320
02571;Omissy;25100
02572;Orainville;25580
02573;Orgeval;N/A - résultat non disponible
02574;Origny-en-Thiérache;20100
02575;Origny-Sainte-Benoite;19410
02576;Osly-Courtil;23670
02577;Ostel;25940
02578;Oulches-la-Vallée-Foulon;N/A - résultat non disponible
02579;Oulchy-la-Ville;21840
02580;Oulchy-le-Château;21090
02581;Paars;25400
02582;Paissy;N/A - résultat non disponible
02583;Pancy-Courtecon;N/A - résultat non disponible
02584;Papleux;25250
02585;Parcy-et-Tigny;23740
02586;Parfondeval;23170
02587;Parfondru;22150
02588;Pargnan;N/A - résultat non disponible
02589;Pargny-Filain;23270
02590;Pargny-la-Dhuys;24220
02591;Pargny-les-Bois;20730
02592;Parpeville;21550
02593;Pasly;25110
02594;Passy-en-Valois;24270
02595;Passy-sur-Marne;24950
02596;Pavant;21830
02598;Pernant;25440
02599;Pierremande;22010
02600;Pierrepont;21230
02601;Pignicourt;23010
02602;Pinon;20050
02604;Pithon;N/A - résultat non disponible
02605;Pleine-Selve;21620
02606;Le Plessier-Huleu;N/A - résultat non disponible
02607;Ploisy;N/A - résultat non disponible
02608;Plomion;18580
02609;Ployart-et-Vaurseine;N/A - résultat non disponible
02610;Pommiers;24070
02612;Pont-Arcy;21710
02613;Pontavert;23300
02614;Pontru;21430
02615;Pontruet;26860
02616;Pont-Saint-Mard;21880
02617;Pouilly-sur-Serre;21970
02618;Prémont;21040
02619;Prémontré;22840
02620;Presles-et-Boves;22970
02621;Presles-et-Thierny;27390
02622;Priez;N/A - résultat non disponible
02623;Prisces;N/A - résultat non disponible
02624;Proisy;22140
02625;Proix;21870
02626;Prouvais;23630
02627;Proviseux-et-Plesnoy;22570
02628;Puiseux-en-Retz;22960
02629;Puisieux-et-Clanlieu;18680
02631;Quierzy;20770
02632;Quincy-Basse;N/A - résultat non disponible
02633;Quincy-sous-le-Mont;N/A - résultat non disponible
02634;Raillimont;N/A - résultat non disponible
02635;Ramicourt;22420
02636;Regny;24990
02637;Remaucourt;25460
02638;Remies;21140
02639;Remigny;23650
02640;Renansart;19500
02641;Renneval;16180
02642;Résigny;20140
02643;Ressons-le-Long;24180
02644;Retheuil;24670
02645;Reuilly-Sauvigny;22630
02647;Ribeauville;N/A - résultat non disponible
02648;Ribemont;19520
02649;Rocourt-Saint-Martin;23190
02650;Rocquigny;19580
02651;Rogécourt;N/A - résultat non disponible
02652;Rogny;N/A - résultat non disponible
02653;Romeny-sur-Marne;23670
02654;Romery;N/A - résultat non disponible
02655;Ronchères;21200
02656;Roucy;25980
02657;Rougeries;19800
02658;Roupy;24680
02659;Rouvroy;27070
02660;Rouvroy-sur-Serre;N/A - résultat non disponible
02661;Royaucourt-et-Chailvet;24950
02662;Rozet-Saint-Albin;22330
02663;Rozières-sur-Crise;24220
02664;Rozoy-Bellevalle;26980
02665;Grand-Rozoy;23820
02666;Rozoy-sur-Serre;18140
02667;Saconin-et-Breuil;26620
02668;Sains-Richaumont;19290
02670;Saint-Algis;21560
02671;Saint-Aubin;20880
02672;Saint-Bandry;24700
02673;Saint-Christophe-à-Berry;22750
02674;Saint-Clément;N/A - résultat non disponible
02675;Sainte-Croix;21830
02676;Saint-Erme-Outre-et-Ramecourt;21480
02677;Saint-Eugène;20130
02678;Sainte-Geneviève;N/A - résultat non disponible
02679;Saint-Gengoulph;22540
02680;Saint-Gobain;21840
02681;Saint-Gobert;20880
02682;Saint-Mard;18840
02683;Saint-Martin-Rivière;19530
02684;Saint-Michel;18600
02685;Saint-Nicolas-aux-Bois;21950
02686;Saint-Paul-aux-Bois;23140
02687;Saint-Pierre-Aigle;25610
02688;Saint-Pierre-lès-Franqueville;N/A - résultat non disponible
02689;Saint-Pierremont;N/A - résultat non disponible
02690;Sainte-Preuve;N/A - résultat non disponible
02691;Saint-Quentin;18400
02693;Saint-Rémy-Blanzy;21490
02694;Saint-Simon;21730
02696;Saint-Thomas;N/A - résultat non disponible
02697;Samoussy;24390
02698;Sancy-les-Cheminots;21530
02699;Saponay;21070
02701;Saulchery;23000
02702;Savy;24690
02703;Seboncourt;21160
02704;Selens;20090
02705;La Selve;20440
02706;Septmonts;24140
02707;Septvaux;23120
02708;Sequehart;24670
02709;Serain;20470
02710;Seraucourt-le-Grand;21470
02711;Serches;23460
02712;Sergy;26680
02713;Seringes-et-Nesles;22340
02714;Sermoise;21140
02715;Serval;N/A - résultat non disponible
02716;Servais;26400
02717;Séry-lès-Mézières;22560
02718;Silly-la-Poterie;23670
02719;Sinceny;21890
02720;Sissonne;19110
02721;Sissy;24730
02722;Soissons;18280
02723;Soize;22090
02724;Sommelans;N/A - résultat non disponible
02725;Sommeron;18210
02726;Sommette-Eaucourt;21820
02727;Sons-et-Ronchères;19400
02728;Sorbais;22130
02729;Soucy;N/A - résultat non disponible
02730;Soupir;19870
02731;Le Sourd;21020
02732;Surfontaine;N/A - résultat non disponible
02734;Taillefontaine;24440
02735;Tannières;N/A - résultat non disponible
02736;Tartiers;21700
02737;Tavaux-et-Pontséricourt;19910
02738;Tergnier;18550
02739;Terny-Sorny;24660
02740;Thenailles;21290
02741;Thenelles;18780
02742;Thiernu;N/A - résultat non disponible
02743;Le Thuel;21170
02744;Torcy-en-Valois;N/A - résultat non disponible
02745;Toulis-et-Attencourt;21350
02746;Travecy;22310
02747;Trefcon;N/A - résultat non disponible
02748;Trélou-sur-Marne;22890
02749;Troësnes;23190
02750;Trosly-Loire;20460
02751;Trucy;24180
02752;Tugny-et-Pont;21340
02753;Tupigny;18950
02754;Ugny-le-Gay;23990
02755;Urcel;22030
02756;Urvillers;25260
02757;Vadencourt;18780
02758;Vailly-sur-Aisne;20750
02759;La Vallée-au-Blé;18530
02760;La Vallée-Mulâtre;18650
02761;Variscourt;26000
02762;Vassens;21590
02763;Vasseny;22990
02764;Vassogne;N/A - résultat non disponible
02765;Vaucelles-et-Beffecourt;26040
02766;Vaudesson;20460
02767;Vauxrezis;25570
02768;Vauxaillon;22250
02769;Vaux-Andigny;19540
02770;Vauxbuin;24970
02772;Vaux-en-Vermandois;23880
02773;Vauxtin;N/A - résultat non disponible
02774;Vendelles;24120
02775;Vendeuil;23570
02776;Vendhuile;19340
02777;Vendières;23730
02778;Vendresse-Beaulne;N/A - résultat non disponible
02779;Vénérolles;18840
02780;Venizel;20970
02781;Verdilly;24060
02782;Le Verguier;21230
02783;Grand-Verly;19860
02784;Petit-Verly;22480
02785;Vermand;22790
02786;Verneuil-sous-Coucy;22440
02787;Verneuil-sur-Serre;23410
02788;Versigny;22380
02789;Vervins;18480
02790;Vesles-et-Caumont;21970
02791;Veslud;23970
02792;Veuilly-la-Poterie;22810
02793;Vézaponin;21920
02794;Vézilly;27910
02795;Vic-sur-Aisne;21710
02796;Vichel-Nanteuil;N/A - résultat non disponible
02797;Viel-Arcy;19790
02798;Viels-Maisons;22860
02799;Vierzy;21250
02800;Viffort;22760
02801;Vigneux-Hocquet;20750
02802;La Ville-aux-Bois-lès-Dizy;20210
02803;La Ville-aux-Bois-lès-Pontavert;24920
02804;Villemontoire;23690
02805;Villeneuve-Saint-Germain;20500
02806;Villeneuve-sur-Fère;21030
02807;Villequier-Aumont;24870
02808;Villeret;21140
02809;Villers-Agron-Aiguizy;N/A - résultat non disponible
02810;Villers-Cotterêts;20260
02812;Villers-Hélon;24660
02813;Villers-le-Sec;21030
02814;Villers-lès-Guise;21620
02815;Villers-Saint-Christophe;23520
02816;Villers-sur-Fère;21820
02817;Ville-Savoye;N/A - résultat non disponible
02818;Villiers-Saint-Denis;24860
02819;Vincy-Reuil-et-Magny;N/A - résultat non disponible
02820;Viry-Noureuil;23370
02821;Vivaise;23470
02822;Vivières;25300
02823;Voharies;N/A - résultat non disponible
02824;Vorges;26020
02826;Voulpaix;20680
02827;Voyenne;21300
02828;Vregny;N/A - résultat non disponible
02829;Vuillery;N/A - résultat non disponible
02830;Wassigny;18450
02831;Watigny;21450
02832;Wiège-Faty;20090
02833;Wimy;20240
02834;Wissignicourt;23840
03001;Abrest;23170
03002;Agonges;20970
03003;Ainay-le-Château;21110
03004;Andelaroche;20160
03005;Archignat;17900
03006;Arfeuilles;17360
03007;Arpheuilles-Saint-Priest;23600
03008;Arronnes;21400
03009;Aubigny;20630
03010;Audes;21230
03011;Aurouër;22810
03012;Autry-Issards;23520
03013;Avermes;23560
03014;Avrilly;20600
03015;Bagneux;22900
03016;Barberier;22600
03017;Barrais-Bussolles;18140
03018;Bayet;21870
03019;Beaulon;21660
03020;Beaune-d'Allier;20990
03021;Bègues;22240
03022;Bellenaves;20260
03023;Bellerive-sur-Allier;23070
03024;Bert;17660
03025;Bessay-sur-Allier;22250
03026;Besson;23440
03027;Bézenet;19450
03028;Billezois;21310
03029;Billy;22090
03030;Biozat;22480
03031;Bizeneuille;21760
03032;Blomard;19890
03033;Bost;22380
03034;Boucé;20550
03035;Le Bouchaud;16350
03036;Bourbon-l'Archambault;21880
03037;Braize;20350
03038;Bransat;22290
03039;Bresnay;21990
03040;Bressolles;26380
03041;Le Brethon;20040
03042;Le Breuil;20380
03043;Broût-Vernet;21530
03044;Brugheas;23830
03045;Busset;23160
03046;Buxières-les-Mines;18870
03047;La Celle;21540
03048;Cérilly;20180
03049;Cesset;22870
03050;La Chabanne;17170
03051;Chambérat;19360
03052;Chamblet;22930
03053;Chantelle;21560
03054;Chapeau;24130
03055;La Chapelaude;22330
03056;La Chapelle;21990
03057;La Chapelle-aux-Chasses;20630
03058;Chappes;20380
03059;Chareil-Cintrat;21460
03060;Charmeil;24160
03061;Charmes;22170
03062;Charroux;24980
03063;Chassenard;21820
03064;Château-sur-Allier;20050
03065;Châtel-de-Neuvre;21250
03066;Châtel-Montagne;17980
03067;Châtelperron;20840
03068;Châtelus;18420
03069;Châtillon;21510
03070;Chavenon;21820
03071;Chavroches;20160
03072;Chazemais;21570
03073;Chemilly;23070
03074;Chevagnes;22210
03075;Chezelle;23310
03076;Chézy;23880
03077;Chirat-l'Église;18270
03078;Chouvigny;22310
03079;Cindré;21750
03080;Cognat-Lyonne;22770
03081;Colombier;21280
03082;Commentry;20330
03083;Contigny;22670
03084;Cosne-d'Allier;20910
03085;Coulandon;25030
03086;Coulanges;20820
03087;Couleuvre;18920
03088;Courçais;18370
03089;Coutansouze;20270
03090;Couzon;19430
03091;Créchy;22140
03092;Cressanges;22080
03093;Creuzier-le-Neuf;24310
03094;Creuzier-le-Vieux;25400
03095;Cusset;20770
03096;Deneuille-lès-Chantelle;N/A - résultat non disponible
03097;Deneuille-les-Mines;23600
03098;Désertines;22100
03099;Deux-Chaises;20760
03100;Diou;21080
03101;Domérat;22590
03102;Dompierre-sur-Besbre;21010
03103;Le Donjon;18540
03104;Doyet;21120
03105;Droiturier;20640
03106;Durdat-Larequille;22540
03107;Ébreuil;22690
03108;Échassières;20290
03109;Escurolles;21420
03110;Espinasse-Vozelle;24210
03111;Estivareilles;23010
03112;Étroussat;21210
03113;Ferrières-sur-Sichon;20330
03114;La Ferté-Hauterive;23540
03115;Fleuriel;23340
03116;Fourilles;21920
03117;Franchesse;19780
03118;Gannat;20770
03119;Gannay-sur-Loire;20720
03120;Garnat-sur-Engièvre;21670
03121;Gennetines;23840
03122;Gipcy;22070
03124;Gouise;22840
03125;La Guillermie;14110
03126;Hauterive;22750
03127;Hérisson;21930
03128;Huriel;22370
03129;Hyds;20730
03130;Isle-et-Bardais;21340
03131;Isserpent;20450
03132;Jaligny-sur-Besbre;20390
03133;Jenzat;21720
03134;Laféline;22420
03135;Lalizolle;18680
03136;Lamaids;20210
03137;Langy;22900
03138;Lapalisse;20090
03139;Laprugne;18090
03140;Lavault-Sainte-Anne;23460
03141;Lavoine;19490
03142;Lenax;18770
03143;Lételon;N/A - résultat non disponible
03144;Liernolles;20770
03145;Lignerolles;24080
03146;Limoise;21110
03147;Loddes;18880
03148;Loriges;21710
03149;Louchy-Montfand;23390
03150;Louroux-Bourbonnais;20420
03151;Louroux-de-Beaune;21050
03152;Louroux-de-Bouble;20790
03154;Luneau;19280
03155;Lurcy-Lévis;20010
03156;Lusigny;22870
03157;Magnet;22400
03158;Haut-Bocage;20780
03159;Malicorne;21660
03160;Marcenat;22920
03161;Marcillat-en-Combraille;21440
03162;Marigny;23890
03163;Mariol;22640
03164;Le Mayet-d'École;21340
03165;Le Mayet-de-Montagne;19350
03166;Mazerier;23360
03167;Mazirat;21590
03168;Meaulne-Vitray;21490
03169;Meillard;21650
03170;Meillers;24080
03171;Mercy;21340
03172;Mesples;19870
03173;Molinet;20790
03174;Molles;23100
03175;Monestier;21000
03176;Monétay-sur-Allier;21810
03177;Monétay-sur-Loire;18640
03178;Montaiguët-en-Forez;18200
03179;Montaigu-le-Blin;20670
03180;Montbeugny;21720
03181;Montcombroux-les-Mines;20090
03182;Monteignet-sur-l'Andelot;23340
03183;Le Montet;20430
03184;Montilly;24980
03185;Montluçon;19420
03186;Montmarault;19010
03187;Montoldre;21840
03188;Montord;22050
03189;Montvicq;20680
03190;Moulins;19880
03191;Murat;19300
03192;Nades;20080
03193;Nassigny;21980
03194;Naves;22190
03195;Néris-les-Bains;23450
03196;Neuilly-en-Donjon;18380
03197;Neuilly-le-Réal;23230
03198;Neure;21380
03200;Neuvy;25570
03201;Nizerolles;18970
03202;Noyant-d'Allier;19430
03203;Paray-le-Frésil;20240
03204;Paray-sous-Briailles;22250
03205;Périgny;20560
03206;La Petite-Marche;17890
03207;Pierrefitte-sur-Loire;21530
03208;Le Pin;18120
03209;Poëzat;23850
03210;Pouzy-Mésangy;21920
03211;Prémilhat;24280
03212;Quinssaines;23880
03213;Reugny;22020
03214;Rocles;20740
03215;Rongères;22700
03216;Ronnet;19540
03217;Saint-Angel;24690
03218;Saint-Aubin-le-Monial;23110
03219;Saint-Bonnet-de-Four;22480
03220;Saint-Bonnet-de-Rochefort;21880
03221;Saint-Bonnet-Tronçais;20830
03222;Saint-Caprais;N/A - résultat non disponible
03223;Saint-Christophe-en-Bourbonnais;22230
03224;Saint-Clément;18430
03225;Saint-Désiré;19270
03226;Saint-Didier-en-Donjon;18300
03227;Saint-Didier-la-Forêt;21710
03228;Saint-Éloy-d'Allier;N/A - résultat non disponible
03229;Saint-Ennemond;21990
03230;Saint-Étienne-de-Vicq;23060
03231;Saint-Fargeol;21260
03232;Saint-Félix;22730
03233;Saint-Genest;24070
03234;Saint-Gérand-de-Vaux;20990
03235;Saint-Gérand-le-Puy;20990
03236;Saint-Germain-des-Fossés;20490
03237;Saint-Germain-de-Salles;22420
03238;Saint-Hilaire;20960
03239;Saint-Léger-sur-Vouzance;20580
03240;Saint-Léon;19800
03241;Saint-Léopardin-d'Augy;18540
03242;Saint-Loup;21770
03243;Saint-Marcel-en-Murat;24150
03244;Saint-Marcel-en-Marcillat;22040
03245;Saint-Martin-des-Lais;22140
03246;Saint-Martinien;21890
03247;Saint-Menoux;21130
03248;Saint-Nicolas-des-Biefs;18720
03249;Saint-Palais;19530
03250;Saint-Pierre-Laval;19890
03251;Saint-Plaisir;21410
03252;Saint-Pont;23790
03253;Saint-Pourçain-sur-Besbre;21440
03254;Saint-Pourçain-sur-Sioule;20970
03255;Saint-Priest-d'Andelot;22020
03256;Saint-Priest-en-Murat;20580
03257;Saint-Prix;21930
03258;Saint-Rémy-en-Rollat;24140
03259;Saint-Sauvier;20060
03260;Saint-Sornin;17210
03261;Sainte-Thérence;23890
03262;Saint-Victor;24700
03263;Saint-Voir;21750
03264;Saint-Yorre;21180
03265;Saligny-sur-Roudon;19380
03266;Sanssat;20870
03267;Saulcet;23210
03268;Saulzet;23130
03269;Sauvagny;N/A - résultat non disponible
03270;Sazeret;19440
03271;Serbannes;25480
03272;Servilly;18460
03273;Seuillet;22670
03274;Sorbier;19770
03275;Souvigny;21640
03276;Sussat;20580
03277;Target;21250
03278;Taxat-Senat;24340
03279;Teillet-Argenty;21220
03280;Terjat;18610
03281;Le Theil;19680
03282;Theneuille;18960
03283;Thiel-sur-Acolin;21870
03284;Thionne;21660
03285;Tortezais;23890
03286;Toulon-sur-Allier;24180
03287;Treban;20800
03288;Treignat;19560
03289;Treteau;21340
03290;Trévol;25010
03291;Trézelles;21150
03292;Tronget;21370
03293;Urçay;20720
03294;Ussel-d'Allier;23600
03295;Valignat;N/A - résultat non disponible
03296;Valigny;19680
03297;Vallon-en-Sully;20790
03298;Varennes-sur-Allier;20200
03299;Varennes-sur-Tèche;18280
03300;Vaumas;19590
03301;Vaux;22840
03302;Veauce;N/A - résultat non disponible
03303;Venas;21240
03304;Vendat;25300
03305;Verneix;23170
03306;Le Vernet;25620
03307;Verneuil-en-Bourbonnais;23940
03308;Vernusse;18530
03309;Le Veurdre;18440
03310;Vichy;20190
03311;Vicq;23180
03312;Vieure;19120
03313;Le Vilhain;19680
03314;Villebret;24770
03315;Villefranche-d'Allier;20340
03316;Villeneuve-sur-Allier;22210
03317;Viplaix;18970
03319;Voussac;21690
03320;Ygrande;19610
03321;Yzeure;23540
04001;Aiglun;24270
04004;Allemagne-en-Provence;20340
04005;Allons;N/A - résultat non disponible
04006;Allos;20390
04007;Angles;N/A - résultat non disponible
04008;Annot;20850
04009;Archail;N/A - résultat non disponible
04012;Aubenas-les-Alpes;N/A - résultat non disponible
04013;Aubignosc;22860
04016;Authon;N/A - résultat non disponible
04017;Auzet;N/A - résultat non disponible
04018;Banon;19910
04019;Barcelonnette;21030
04020;Barles;N/A - résultat non disponible
04021;Barras;21420
04022;Barrême;18260
04023;Bayons;19430
04024;Beaujeu;22100
04025;Beauvezer;20620
04026;Bellaffaire;20310
04027;Bevons;25170
04028;Beynes;17870
04030;Blieux;N/A - résultat non disponible
04031;Bras-d'Asse;21210
04032;Braux;21410
04033;Ubaye-Serre-Ponçon;19920
04034;La Brillanne;20920
04035;Brunet;22300
04036;Le Brusquet;24340
04037;Le Caire;N/A - résultat non disponible
04039;Castellane;21120
04040;Le Castellard-Mélan;N/A - résultat non disponible
04041;Le Castellet;21410
04042;Castellet-lès-Sausses;20510
04043;Val-de-Chalvagne;N/A - résultat non disponible
04045;Céreste-en-Luberon;20500
04046;Le Chaffaut-Saint-Jurson;24180
04047;Champtercier;24420
04049;Château-Arnoux-Saint-Auban;21080
04050;Châteaufort;N/A - résultat non disponible
04051;Châteauneuf-Miravail;N/A - résultat non disponible
04053;Châteauneuf-Val-Saint-Donat;23770
04054;Châteauredon;N/A - résultat non disponible
04055;Chaudon-Norante;20290
04057;Clamensane;18900
04058;Claret;19770
04059;Clumanc;19470
04061;Colmars;20610
04062;La Condamine-Châtelard;21340
04063;Corbières-en-Provence;24550
04065;Cruis;20490
04066;Curbans;23750
04067;Curel;N/A - résultat non disponible
04068;Dauphin;24570
04069;Demandolx;22910
04070;Digne-les-Bains;21480
04072;Draix;N/A - résultat non disponible
04073;Enchastrayes;22140
04074;Entrages;20030
04075;Entrepierres;25900
04076;Entrevaux;20970
04077;Entrevennes;21150
04079;L'Escale;23510
04081;Esparron-de-Verdon;20650
04084;Estoublon;23060
04085;Faucon-du-Caire;N/A - résultat non disponible
04086;Faucon-de-Barcelonnette;21400
04087;Fontienne;21610
04088;Forcalquier;20570
04090;Le Fugeret;18110
04091;Ganagobie;N/A - résultat non disponible
04092;La Garde;N/A - résultat non disponible
04093;Gigors;N/A - résultat non disponible
04094;Gréoux-les-Bains;22240
04095;L'Hospitalet;N/A - résultat non disponible
04096;Jausiers;21510
04097;La Javie;21710
04099;Lambruisse;19760
04101;Lardiers;16780
04102;Le Lauzet-Ubaye;18050
04104;Limans;18550
04106;Lurs;23840
04107;Majastres;N/A - résultat non disponible
04108;Malijai;21250
04109;Mallefougasse-Augès;23980
04110;Mallemoisson;23800
04111;Mane;21340
04112;Manosque;21170
04113;Marcoux;24140
04115;Méailles;18740
04116;Les Mées;21460
04118;Melve;19170
